Gene_set,Term,Overlap,P_value,Adjusted_P_value,Old P-value,Old Adjusted P-value,Odds_Ratio,Combined_Score,Genes,Database
Reactome_2022,Integrin Cell Surface Interactions R-HSA-216083,1/66,0.0420729281997368,0.0991719021850941,0,0,25.54102564102564,80.9229285312976,ITGA3,Reactome_Pathways
Reactome_2022,Diseases Of Programmed Cell Death R-HSA-9645723,1/71,0.0451927319981768,0.1021859496958765,0,0,23.710714285714285,73.42779054088277,LMNA,Reactome_Pathways
Reactome_2022,Interferon Alpha/Beta Signaling R-HSA-909733,1/72,0.0458155662055763,0.1021859496958765,0,0,23.37558685446009,72.0700051727417,STAT2,Reactome_Pathways
Reactome_2022,Nervous System Development R-HSA-9675108,2/545,0.0474012585774803,0.1021859496958765,0,0,6.510631173614599,19.851607819933136,SMARCA4;EIF4G1,Reactome_Pathways
Reactome_2022,ISG15 Antiviral Mechanism R-HSA-1169408,1/75,0.0476818194198418,0.1021859496958765,0,0,22.42454954954955,68.2425035090917,EIF4G1,Reactome_Pathways
Reactome_2022,Nuclear Envelope (NE) Reassembly R-HSA-2995410,1/75,0.0476818194198418,0.1021859496958765,0,0,22.42454954954955,68.2425035090917,LMNA,Reactome_Pathways
Reactome_2022,Regulation Of Insulin Secretion R-HSA-422356,1/77,0.0489241158050175,0.1021859496958765,0,0,21.832236842105264,65.87844365768125,SLC2A1,Reactome_Pathways
Reactome_2022,G2/M DNA Damage Checkpoint R-HSA-69473,1/77,0.0489241158050175,0.1021859496958765,0,0,21.832236842105264,65.87844365768125,NSD2,Reactome_Pathways
Reactome_2022,Oncogenic MAPK Signaling R-HSA-6802957,1/78,0.0495447028828492,0.1021859496958765,0,0,21.547619047619047,64.74800798109044,LMNA,Reactome_Pathways
Reactome_2022,Processing Of DNA Double-Strand Break Ends R-HSA-5693607,1/80,0.0507847558615241,0.1031321195957105,0,0,21.0,62.58334006884147,NSD2,Reactome_Pathways
Reactome_2022,Hemostasis R-HSA-109582,2/576,0.0523572579720375,0.103712666866827,0,0,6.149192271143491,18.13805542530285,WDR1;ITGA3,Reactome_Pathways
Reactome_2022,Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410,1/83,0.0526420354551319,0.103712666866827,0,0,20.228658536585368,59.55803218916631,EIF4G1,Reactome_Pathways
Reactome_2022,Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531,1/88,0.0557300488159362,0.1047569391442522,0,0,19.061302681992338,55.03447552600268,EIF4G1,Reactome_Pathways
Reactome_2022,Meiosis R-HSA-1500620,1/88,0.0557300488159362,0.1047569391442522,0,0,19.061302681992338,55.03447552600268,LMNA,Reactome_Pathways
Reactome_2022,Protein-protein Interactions At Synapses R-HSA-6794362,1/88,0.0557300488159362,0.1047569391442522,0,0,19.061302681992338,55.03447552600268,PTPRF,Reactome_Pathways
Reactome_2022,Unfolded Protein Response (UPR) R-HSA-381119,1/89,0.0563465354488023,0.1047569391442522,0,0,18.84375,54.19904429476309,LMNA,Reactome_Pathways
Reactome_2022,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,1/92,0.0581937669386946,0.1066885727209402,0,0,18.21978021978022,51.81663638666002,EIF4G1,Reactome_Pathways
Reactome_2022,SLC Transporter Disorders R-HSA-5619102,1/99,0.0624910010872804,0.1129974266235755,0,0,16.912414965986393,46.89360626939404,SLC2A1,Reactome_Pathways
Reactome_2022,Cell Cycle R-HSA-1640170,2/654,0.0656202377261019,0.1164414801509662,0,0,5.391801450083658,14.686572301494184,LMNA;NSD2,Reactome_Pathways
Reactome_2022,Integration Of Energy Metabolism R-HSA-163685,1/105,0.066159931903958,0.1164414801509662,0,0,15.931891025641026,43.26592192345684,SLC2A1,Reactome_Pathways
Reactome_2022,L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,1/108,0.0679894229711755,0.1167441959407957,0,0,15.482866043613708,41.62418553992519,EIF4G1,Reactome_Pathways
Reactome_2022,GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,1/109,0.068598517731233,0.1167441959407957,0,0,15.338734567901234,41.09989925264156,EIF4G1,Reactome_Pathways
Reactome_2022,Mitotic Prophase R-HSA-68875,1/112,0.070423598148171,0.1167441959407957,0,0,14.92192192192192,39.591244210462285,LMNA,Reactome_Pathways
Reactome_2022,Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,1/112,0.070423598148171,0.1167441959407957,0,0,14.92192192192192,39.591244210462285,EIF4G1,Reactome_Pathways
Reactome_2022,Reproduction R-HSA-1474165,1/113,0.0710312243296769,0.1167441959407957,0,0,14.787946428571429,39.108731340452245,LMNA,Reactome_Pathways
Reactome_2022,HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567,1/114,0.071638483872761,0.1167441959407957,0,0,14.656342182890857,38.63591874781072,NSD2,Reactome_Pathways
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,1/116,0.0728519038358835,0.1172737964187392,0,0,14.4,37.71830322776916,EIF4G1,Reactome_Pathways
Reactome_2022,Homology Directed Repair R-HSA-5693538,1/119,0.0746692890506965,0.1187511584902643,0,0,14.03177966101695,36.40806778684625,NSD2,Reactome_Pathways
Reactome_2022,SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671,1/121,0.0758790517068621,0.1187741985259529,0,0,13.796527777777778,35.575928388462685,STAT2,Reactome_Pathways
Reactome_2022,Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849,1/122,0.0764833854144393,0.1187741985259529,0,0,13.681818181818182,35.17160025020979,SLC2A1,Reactome_Pathways
Reactome_2022,Platelet Degranulation R-HSA-114608,1/125,0.0782941984154646,0.1201724905911782,0,0,13.348790322580646,34.003130280859715,WDR1,Reactome_Pathways
Reactome_2022,Glycerophospholipid Biosynthesis R-HSA-1483206,1/127,0.0794995856538601,0.1206200609920637,0,0,13.135582010582011,33.25933922123504,MBOAT7,Reactome_Pathways
Reactome_2022,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,1/130,0.0813049384468739,0.1219574076703109,0,0,12.828165374677004,32.19290344020333,WDR1,Reactome_Pathways
Reactome_2022,Cell Surface Interactions At Vascular Wall R-HSA-202733,1/134,0.0837069915156922,0.1241496952817008,0,0,12.43984962406015,30.856210715153104,ITGA3,Reactome_Pathways
Reactome_2022,G2/M Checkpoints R-HSA-69481,1/148,0.092068598352837,0.1344124848816558,0,0,11.24716553287982,26.826979305512165,NSD2,Reactome_Pathways
Reactome_2022,DNA Double-Strand Break Repair R-HSA-5693532,1/149,0.092663152456293,0.1344124848816558,0,0,11.170608108108109,26.57246805823029,NSD2,Reactome_Pathways
Reactome_2022,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,1/167,0.1033038603938053,0.1482185823041555,0,0,9.950301204819278,22.587985061054304,EIF4G1,Reactome_Pathways
Reactome_2022,Disorders Of Transmembrane Transporters R-HSA-5619115,1/176,0.1085809079251888,0.1541148370551067,0,0,9.434285714285714,20.94656426340017,SLC2A1,Reactome_Pathways
Reactome_2022,Apoptosis R-HSA-109581,1/178,0.1097496853958129,0.1541165794919926,0,0,9.326741996233524,20.607931630836863,LMNA,Reactome_Pathways
Reactome_2022,Metabolism Of Vitamins And Cofactors R-HSA-196854,1/186,0.1144106640708809,0.1589706069195398,0,0,8.91981981981982,19.337821380243447,SLC2A1,Reactome_Pathways
Reactome_2022,SARS-CoV-2-host Interactions R-HSA-9705683,1/196,0.1202052096349267,0.1651495691185099,0,0,8.458119658119658,17.918990985475308,STAT2,Reactome_Pathways
Reactome_2022,TCF Dependent Signaling In Response To WNT R-HSA-201681,1/198,0.1213599106401171,0.1651495691185099,0,0,8.37140439932318,17.655247344501635,SMARCA4,Reactome_Pathways
Reactome_2022,Transcriptional Regulation By RUNX1 R-HSA-8878171,1/204,0.1248156255486826,0.1652404465777242,0,0,8.12151067323481,16.900194711039827,SMARCA4,Reactome_Pathways
Reactome_2022,Immune System R-HSA-168256,3/1943,0.1254047375605924,0.1652404465777242,0,0,2.7907731958762887,5.794228068758311,STAT2;SMARCA4;EIF4G1,Reactome_Pathways
Reactome_2022,Phospholipid Metabolism R-HSA-1483257,1/208,0.1271124608572515,0.1652404465777242,0,0,7.962962962962963,16.425068857318326,MBOAT7,Reactome_Pathways
Reactome_2022,Programmed Cell Death R-HSA-5357801,1/208,0.1271124608572515,0.1652404465777242,0,0,7.962962962962963,16.425068857318326,LMNA,Reactome_Pathways
Reactome_2022,Signaling By ROBO Receptors R-HSA-376176,1/209,0.1276857996282414,0.1652404465777242,0,0,7.924278846153846,16.30961381464595,EIF4G1,Reactome_Pathways
Reactome_2022,Mitotic Anaphase R-HSA-68882,1/232,0.1407770344266212,0.1793957208608301,0,0,7.126984126984127,13.973007974458849,LMNA,Reactome_Pathways
Reactome_2022,Mitotic Metaphase And Anaphase R-HSA-2555396,1/233,0.1413420831024722,0.1793957208608301,0,0,7.095905172413793,13.883650833851748,LMNA,Reactome_Pathways
Reactome_2022,SLC-mediated Transmembrane Transport R-HSA-425407,1/247,0.1492168338629187,0.1875868768562407,0,0,6.687330623306233,12.721675310332383,SLC2A1,Reactome_Pathways
Reactome_2022,Developmental Biology R-HSA-1266738,2/1073,0.1518132423789936,0.1889070012869128,0,0,3.211272387742976,6.053583008083802,SMARCA4;EIF4G1,Reactome_Pathways
Reactome_2022,"Platelet Activation, Signaling And Aggregation R-HSA-76002",1/254,0.1531291601340884,0.1889070012869128,0,0,6.5,12.197077943892248,WDR1,Reactome_Pathways
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,1/271,0.1625614887990845,0.1986862640877699,0,0,6.0854938271604935,11.055510283612016,NSD2,Reactome_Pathways
Reactome_2022,Translation R-HSA-72766,1/281,0.1680645200972389,0.2023355799669438,0,0,5.865178571428571,10.460002427356065,EIF4G1,Reactome_Pathways
Reactome_2022,Asparagine N-linked Glycosylation R-HSA-446203,1/282,0.1686129833057865,0.2023355799669438,0,0,5.844009489916963,10.403208992539934,GANAB,Reactome_Pathways
Reactome_2022,Metabolism Of Carbohydrates R-HSA-71387,1/285,0.1702563709906357,0.2024670357726479,0,0,5.781396713615023,10.235673310191205,SLC2A1,Reactome_Pathways
Reactome_2022,Extracellular Matrix Organization R-HSA-1474244,1/291,0.1735341543097132,0.2045223961507335,0,0,5.660057471264368,9.912916232003305,ITGA3,Reactome_Pathways
Reactome_2022,Signaling By WNT R-HSA-195721,1/294,0.1751685599718337,0.2046216806750624,0,0,5.601251422070535,9.757416770740951,SMARCA4,Reactome_Pathways
Reactome_2022,DNA Repair R-HSA-73894,1/310,0.1838351154563208,0.2128617126336346,0,0,5.306903991370011,8.98838838517707,NSD2,Reactome_Pathways
Reactome_2022,Signal Transduction R-HSA-162582,3/2465,0.209718300650592,0.2407201363989404,0,0,2.135458976441917,3.335565725180156,ITGA3;SMARCA4;EIF4G1,Reactome_Pathways
Reactome_2022,M Phase R-HSA-68886,1/380,0.2207720494095188,0.2512233665694525,0,0,4.311345646437995,6.51282462193165,LMNA,Reactome_Pathways
Reactome_2022,Neuronal System R-HSA-112316,1/386,0.223865159786359,0.2525658212974307,0,0,4.242857142857143,6.350332542360768,PTPRF,Reactome_Pathways
Reactome_2022,Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,1/424,0.243193157062634,0.2720465824768448,0,0,3.854215918045705,5.449473058933139,LMNA,Reactome_Pathways
Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,1/496,0.2786015513395033,0.3090370149312137,0,0,3.2814814814814817,4.193643582557186,ITGA3,Reactome_Pathways
Reactome_2022,Axon Guidance R-HSA-422475,1/519,0.2895861541560962,0.3179789284323603,0,0,3.132078507078507,3.881592504297077,EIF4G1,Reactome_Pathways
Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",1/523,0.2914806843963303,0.3179789284323603,0,0,3.107439335887612,3.8307938442915503,LMNA,Reactome_Pathways
Reactome_2022,Metabolism Of Proteins R-HSA-392499,2/1890,0.3515966418342859,0.3804160387059487,0,0,1.7429699537750385,1.8218753614613448,GANAB;EIF4G1,Reactome_Pathways
Reactome_2022,Metabolism Of RNA R-HSA-8953854,1/666,0.3562246575941459,0.3822898764424981,0,0,2.4213032581453637,2.499253936177536,EIF4G1,Reactome_Pathways
Reactome_2022,Transport Of Small Molecules R-HSA-382551,1/706,0.3733313015364975,0.397417191958207,0,0,2.2791962174940896,2.245667066072432,SLC2A1,Reactome_Pathways
Reactome_2022,Cellular Responses To Stress R-HSA-2262752,1/722,0.3800556942876258,0.4010771514324324,0,0,2.2267683772538143,2.154259172039004,LMNA,Reactome_Pathways
Reactome_2022,Metabolism Of Lipids R-HSA-556833,1/732,0.3842245503307153,0.4010771514324324,0,0,2.195166438668491,2.0997384504128127,MBOAT7,Reactome_Pathways
Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,1/736,0.3858848350902948,0.4010771514324324,0,0,2.182766439909297,2.078465802213296,LMNA,Reactome_Pathways
Reactome_2022,Metabolism R-HSA-1430728,2/2049,0.3906420845537468,0.4028496496960514,0,0,1.5934627170582227,1.497796829279727,MBOAT7;SLC2A1,Reactome_Pathways
Reactome_2022,Generic Transcription Pathway R-HSA-212436,1/1190,0.5496420079149094,0.5624243801920003,0,0,1.3174936921783011,0.788504306316492,SMARCA4,Reactome_Pathways
Reactome_2022,RNA Polymerase II Transcription R-HSA-73857,1/1312,0.5861827441584846,0.5952009402224613,0,0,1.1871345029239766,0.6340766587593729,SMARCA4,Reactome_Pathways
Reactome_2022,Post-translational Protein Modification R-HSA-597592,1/1383,0.6061679150637708,0.610795151056624,0,0,1.1218644476603956,0.5616033722024968,GANAB,Reactome_Pathways
Reactome_2022,Gene Expression (Transcription) R-HSA-74160,1/1449,0.6239428717037833,0.6239428717037833,0,0,1.0669313996316758,0.5032677712688007,SMARCA4,Reactome_Pathways
