Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,cellular response to type I interferon (GO:0071357),1/65,0.0414478394284331,0.0807470830450415,0,0,25.94140625,82.57978498333833,STAT2
GO_Biological_Process_2021,type I interferon signaling pathway (GO:0060337),1/65,0.0414478394284331,0.0807470830450415,0,0,25.94140625,82.57978498333833,STAT2
GO_Biological_Process_2021,cellular response to nutrient levels (GO:0031669),1/66,0.0420729281997368,0.0807470830450415,0,0,25.54102564102564,80.9229285312976,EIF4G1
GO_Biological_Process_2021,positive regulation of cell death (GO:0010942),1/66,0.0420729281997368,0.0807470830450415,0,0,25.54102564102564,80.9229285312976,EIF4G1
GO_Biological_Process_2021,cell-cell junction assembly (GO:0007043),1/66,0.0420729281997368,0.0807470830450415,0,0,25.54102564102564,80.9229285312976,WDR1
GO_Biological_Process_2021,positive regulation of nucleic acid-templated transcription (GO:1903508),2/511,0.0421862311418992,0.0807470830450415,0,0,6.957671012680835,22.025630471341497,BRD4;SMARCA4
GO_Biological_Process_2021,regulation of gene silencing by miRNA (GO:0060964),1/67,0.0426976406866875,0.0810924183584375,0,0,25.15277777777778,79.3220921121178,EIF4G1
GO_Biological_Process_2021,regulation of translational initiation (GO:0006446),1/68,0.0433219771034119,0.0815663236832231,0,0,24.776119402985078,77.77459794803441,EIF4G1
GO_Biological_Process_2021,negative regulation of cellular catabolic process (GO:0031330),1/69,0.0439459376578998,0.0815663236832231,0,0,24.410539215686278,76.2779330882361,EIF4G1
GO_Biological_Process_2021,cellular response to decreased oxygen levels (GO:0036294),1/69,0.0439459376578998,0.0815663236832231,0,0,24.410539215686278,76.2779330882361,LMNA
GO_Biological_Process_2021,regulation of G1/S transition of mitotic cell cycle (GO:2000045),1/71,0.0451927319981768,0.0832497694703257,0,0,23.710714285714285,73.42779054088277,EIF4G1
GO_Biological_Process_2021,regulation of Rho protein signal transduction (GO:0035023),1/73,0.04643802536608,0.0845305207511487,0,0,23.04976851851852,70.7544140609547,ITGA3
GO_Biological_Process_2021,regulation of peptide hormone secretion (GO:0090276),1/74,0.0470601097064945,0.0845305207511487,0,0,22.732876712328768,69.47916318158998,SLC2A1
GO_Biological_Process_2021,negative regulation of protein binding (GO:0032091),1/74,0.0470601097064945,0.0845305207511487,0,0,22.732876712328768,69.47916318158998,PTPRF
GO_Biological_Process_2021,actomyosin structure organization (GO:0031032),1/76,0.0483031547149421,0.0845305207511487,0,0,22.12444444444445,67.04278374363157,WDR1
GO_Biological_Process_2021,regulation of BMP signaling pathway (GO:0030510),1/76,0.0483031547149421,0.0845305207511487,0,0,22.12444444444445,67.04278374363157,ITGA3
GO_Biological_Process_2021,positive regulation of growth (GO:0045927),1/76,0.0483031547149421,0.0845305207511487,0,0,22.12444444444445,67.04278374363157,EIF4G1
GO_Biological_Process_2021,water-soluble vitamin metabolic process (GO:0006767),1/76,0.0483031547149421,0.0845305207511487,0,0,22.12444444444445,67.04278374363157,SLC2A1
GO_Biological_Process_2021,phosphatidylcholine metabolic process (GO:0046470),1/77,0.0489241158050175,0.0850099884555268,0,0,21.832236842105264,65.87844365768125,MBOAT7
GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)",4/2244,0.0492952360791655,0.0850516397140532,0,0,3.521230158730159,10.598648664178048,STAT2;NSD2;BRD4;SMARCA4
GO_Biological_Process_2021,negative regulation of cellular process (GO:0048523),2/566,0.0507381253293396,0.085808725421196,0,0,6.261444229529336,18.66585158773062,LMNA;SMARCA4
GO_Biological_Process_2021,skin development (GO:0043588),1/80,0.0507847558615241,0.085808725421196,0,0,21.0,62.58334006884147,ITGA3
GO_Biological_Process_2021,regulation of protein localization to plasma membrane (GO:1903076),1/80,0.0507847558615241,0.085808725421196,0,0,21.0,62.58334006884147,ITGA3
GO_Biological_Process_2021,positive regulation of cytoskeleton organization (GO:0051495),1/82,0.0520233153027185,0.0872993989668906,0,0,20.47942386831276,60.53847309097546,WDR1
GO_Biological_Process_2021,regulation of defense response (GO:0031347),1/83,0.0526420354551319,0.0877367257585532,0,0,20.228658536585368,59.55803218916631,BRD4
GO_Biological_Process_2021,vascular transport (GO:0010232),1/84,0.0532603828402292,0.0881675256476767,0,0,19.983935742971887,58.60414077176453,SLC2A1
GO_Biological_Process_2021,G1/S transition of mitotic cell cycle (GO:0000082),1/85,0.0538783576585865,0.0884205975584603,0,0,19.745039682539684,57.67578236677708,BRD4
GO_Biological_Process_2021,transport across blood-brain barrier (GO:0150104),1/86,0.0544959601278673,0.0884205975584603,0,0,19.511764705882356,56.77199069596926,SLC2A1
GO_Biological_Process_2021,regulation of neuron death (GO:1901214),1/86,0.0544959601278673,0.0884205975584603,0,0,19.511764705882356,56.77199069596926,EIF4G1
GO_Biological_Process_2021,sensory perception of mechanical stimulus (GO:0050954),1/88,0.0557300488159362,0.0898280392098972,0,0,19.061302681992338,55.03447552600268,WDR1
GO_Biological_Process_2021,sensory perception of sound (GO:0007605),1/91,0.0575783943051017,0.0916019909399345,0,0,18.423148148148147,52.59086388764015,WDR1
GO_Biological_Process_2021,positive regulation of supramolecular fiber organization (GO:1902905),1/91,0.0575783943051017,0.0916019909399345,0,0,18.423148148148147,52.59086388764015,WDR1
GO_Biological_Process_2021,regulation of lipid metabolic process (GO:0019216),1/92,0.0581937669386946,0.0919836961289044,0,0,18.21978021978022,51.81663638666002,MBOAT7
GO_Biological_Process_2021,positive regulation of peptidyl-serine phosphorylation (GO:0033138),1/93,0.0588087686569903,0.0921438792176224,0,0,18.02083333333333,51.06138805719774,EIF4G1
GO_Biological_Process_2021,negative regulation of cell death (GO:0060548),1/94,0.0594233996587116,0.0921438792176224,0,0,17.82616487455197,50.32446129740212,EIF4G1
GO_Biological_Process_2021,nucleosome organization (GO:0034728),1/94,0.0594233996587116,0.0921438792176224,0,0,17.82616487455197,50.32446129740212,SMARCA4
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221),2/621,0.0598755008400771,0.0922609918604961,0,0,5.688941107357909,16.017144615629036,STAT2;SMARCA4
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),2/625,0.0605616558414594,0.0927350355072348,0,0,5.651247628775718,15.846625771079625,LMNA;EIF4G1
GO_Biological_Process_2021,negative regulation of neuron death (GO:1901215),1/98,0.0618782205955173,0.0935812595426034,0,0,17.087628865979383,47.54781410425205,EIF4G1
GO_Biological_Process_2021,regulation of peptidyl-serine phosphorylation (GO:0033135),1/98,0.0618782205955173,0.0935812595426034,0,0,17.087628865979383,47.54781410425205,EIF4G1
GO_Biological_Process_2021,regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),1/100,0.0631034120924418,0.093810392728005,0,0,16.74074074074074,46.254339159717055,ITGA3
GO_Biological_Process_2021,cell-matrix adhesion (GO:0007160),1/100,0.0631034120924418,0.093810392728005,0,0,16.74074074074074,46.254339159717055,ITGA3
GO_Biological_Process_2021,positive regulation of protein localization to membrane (GO:1905477),1/101,0.0637154538039526,0.093810392728005,0,0,16.5725,45.62953064886561,ITGA3
GO_Biological_Process_2021,positive regulation of cell growth (GO:0030307),1/102,0.0643271264420606,0.093810392728005,0,0,16.40759075907591,45.01871868898876,EIF4G1
